---------------------------------------------
|        3 ≤ s ≤ 100    s < m < 110          |
|               PROC verified                |
|              time limit = 1000           |
---------------------------------------------

   m    |   s    |                   Method(s)                  |        α        |       runtime   
  101   |  9     |   FC                                         |  =    101/207   |   0.05 
  103   |  9     |   FC                                         |  =     95/198   |   0.08 
  104   |  9     |   FC                                         |  =     13/27    |   0.08 
  106   |  9     |   FC                                         |  =    101/207   |   0.07 
  107   |  9     |   FC                                         |  =    100/207   |   0.09 
  109   |  9     |   FC                                         |  =    109/225   |   0.08 
  110   |  9     |   FC                                         |  =     22/45    |   0.04 
  11    |  10    |       INT        EBM  HBM  MID  GAP          |  =      7/20    |   2.21 
  13    |  10    |   FC  INT        EBM       MID  GAP          |  =      7/20    |   0.03 
  17    |  10    |       INT  HALF            MID               |  =      2/5     |   0.01 
  19    |  10    |   FC                                         |  =     11/30    |   1.02 
  21    |  10    |   FC                                         |  =     21/50    |   0.02 
  23    |  10    |   FC                                         |  =     17/40    |   0.02 
  27    |  10    |   FC  INT  HALF            MID  GAP          |  =      9/20    |   0.02 
  29    |  10    |   FC                                         |  =     21/50    |   0.02 
  31    |  10    |   FC                                         |  =     31/70    |   0.02 
  33    |  10    |   FC                                         |  =      9/20    |   0.03 
  37    |  10    |   FC  INT                  MID  GAP  TRAIN   |  =     37/80    |   0.03 
  39    |  10    |   FC                                         |  =     31/70    |   0.04 
  41    |  10    |   FC                                         |  =     41/90    |   0.03 
  43    |  10    |   FC                                         |  =     37/80    |   0.03 
  47    |  10    |   FC                                         |  =     47/100   |   0.02 
  49    |  10    |   FC                                         |  =     41/90    |   0.07 
  51    |  10    |   FC                                         |  =     51/110   |   0.06 
  53    |  10    |   FC                                         |  =     47/100   |   0.03 
  57    |  10    |   FC                                         |  =     19/40    |   0.03 
  59    |  10    |   FC                                         |  =     51/110   |   0.14 
  61    |  10    |   FC                                         |  =     61/130   |   0.12 
  63    |  10    |   FC                                         |  =     19/40    |   0.03 
  67    |  10    |   FC                                         |  =     67/140   |   0.05 
  69    |  10    |   FC                                         |  =     61/130   |   0.29 
  71    |  10    |   FC                                         |  =     71/150   |   0.25 
  73    |  10    |   FC                                         |  =     67/140   |   0.07 
  77    |  10    |   FC                                         |  =     77/160   |   0.07 
  79    |  10    |   FC                                         |  =     71/150   |   0.74 
  81    |  10    |   FC                                         |  =     81/170   |   0.69 
  83    |  10    |   FC                                         |  =     77/160   |   0.11 
  87    |  10    |   FC                                         |  =     29/60    |   0.04 
  89    |  10    |   FC                                         |  =     81/170   |   2.20 
  91    |  10    |   FC                                         |  =     91/190   |   1.49 
  93    |  10    |   FC                                         |  =     29/60    |   0.06 
  97    |  10    |   FC                                         |  =     97/200   |   0.20 
